"Survey Year","Trip identifier","Set number","ITIS-TSN","Species code","Scientific name","English common name","French common name","LSID","Catch weight (kg)","Catch count (pieces)"
2006,"62066","14","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787","29.04",
2006,"62066","14","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788",".64",
2006,"62066","14","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799",".52","2"
2006,"62066","14","166737","440","SEBASTES REEDI","YELLOWMOUTH ROCKFISH","SÉBASTE À BOUCHE JAUNE","urn:lsid:marinespecies.org:taxname:274840","1.82",
2006,"62066","14","166742","446","SEBASTES VARIEGATUS","HARLEQUIN ROCKFISH","SÉBASTE ARLEQUIN","urn:lsid:marinespecies.org:taxname:274863",".22","1"
2006,"62066","14","166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869","14.66",
2006,"62066","14","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","19.88",
2006,"62066","14","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","6.96","1"
2006,"62066","14","167196","472","COTTIDAE","SCULPINS","CHABOTS","urn:lsid:marinespecies.org:taxname:125589",,"1"
2006,"62066","14","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","20.96",
2006,"62066","14","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","5.20",
2006,"62066","14","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452","2.30",
2006,"62066","14","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","4.36",
2006,"62066","14","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393","7.62",
2006,"62066","14","157967","6AF","ALLOCENTROTUS FRAGILIS","FRAGILE URCHIN",,"urn:lsid:marinespecies.org:taxname:513096",,
2006,"62066","14","96970","SDB","PANDALUS JORDANI","PINK SHRIMP (SMOOTH)","CREVETTE OCÉANIQUE","urn:lsid:marinespecies.org:taxname:515469",".10",
2006,"62066","15","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","3.36","1"
2006,"62066","15","161976","112","ONCORHYNCHUS KETA","CHUM SALMON","SAUMON KÉTA","urn:lsid:marinespecies.org:taxname:127183","5.23","1"
2006,"62066","15","553188","172","PLATYTROCTIDAE","TUBESHOULDERS",,"urn:lsid:marinespecies.org:taxname:125514",,"1"
2006,"62066","15","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","434.66",
2006,"62066","15","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","3.92","8"
2006,"62066","15","550588","233","LYCODES CORTEZIANUS","BIGFIN EELPOUT","LYCODE À GRANDES NAGEOIRES","urn:lsid:marinespecies.org:taxname:274097",".20","1"
2006,"62066","15","630999","245","LYCODES PACIFICUS","BLACKBELLY EELPOUT","LYCODE À VENTRE NOIR","urn:lsid:marinespecies.org:taxname:274116",".08","1"
2006,"62066","15","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","171.50",
2006,"62066","15","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","104.08",
2006,"62066","15","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",,"1"
2006,"62066","15","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,"1"
2006,"62066","15","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","7.20",
2006,"62066","15","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","4.50","2"
2006,"62066","15","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787",".34","2"
2006,"62066","15","166719","417","SEBASTES ENTOMELAS","WIDOW ROCKFISH","VEUVE","urn:lsid:marinespecies.org:taxname:274791","2.08","1"
2006,"62066","15","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","1.06","3"
2006,"62066","15","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","28.96",
2006,"62066","15","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","13.02","7"
2006,"62066","15","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","4.34","1"
2006,"62066","15","167304","519","MALACOCOTTUS KINCAIDI","BLACKFIN SCULPIN","CHABOT À NAGEOIRES NOIRES","urn:lsid:marinespecies.org:taxname:279442",".24","3"
2006,"62066","15","167504","574","CAREPROCTUS MELANURUS","BLACKTAIL SNAILFISH","LIMACE À QUEUE NOIRE","urn:lsid:marinespecies.org:taxname:254549",".60","1"
2006,"62066","15","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","70.16",
2006,"62066","15","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","2.44",
2006,"62066","15","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".01","1"
2006,"62066","15","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","2.78","7"
2006,"62066","15","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393",".36","1"
2006,"62066","15","82538","94I","DOSIDICUS GIGAS","HUMBOLDT SQUID","ENCORNET GÉANT","urn:lsid:marinespecies.org:taxname:342291","6.38","1"
2006,"62066","15","96995","SEE","PANDALOPSIS DISPAR","SIDESTRIPE SHRIMP","CREVETTE À FLANCS RAYÉS","urn:lsid:marinespecies.org:taxname:246375",,"1"
2006,"62066","15","98416","ZAA","OXYRHYNCHA","SPIDER CRABS",,"urn:lsid:marinespecies.org:taxname:106700",,"1"
2006,"62066","16","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","1.08","1"
2006,"62066","16","162664","198","STENOBRACHIUS LEUCOPSARUS","NORTHERN LAMPFISH","LANTERNE DU NORD","urn:lsid:marinespecies.org:taxname:254363",,
2006,"62066","16","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","104.38",
2006,"62066","16","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","3.20","6"
2006,"62066","16","550588","233","LYCODES CORTEZIANUS","BIGFIN EELPOUT","LYCODE À GRANDES NAGEOIRES","urn:lsid:marinespecies.org:taxname:274097","1.12","4"
2006,"62066","16","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","1037.43",
2006,"62066","16","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","2.60",
2006,"62066","16","166709","400","SEBASTES AURORA","AURORA ROCKFISH","SÉBASTE AURORE","urn:lsid:marinespecies.org:taxname:274774","1.66",
2006,"62066","16","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","6.26",
2006,"62066","16","166705","402","SEBASTES","ROCKFISHES","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175",,
2006,"62066","16","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","35.08",
2006,"62066","16","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","2.96","2"
2006,"62066","16","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","60.96",
2006,"62066","16","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","1.84",
2006,"62066","16","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".66","4"
2006,"62066","16","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","32.74",
2006,"62066","16","82484","92H","HISTIOTEUTHIDAE","HISTIOTEUTHIDAE",,"urn:lsid:marinespecies.org:taxname:11749",".30","1"
2006,"62066","16","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286",".46","1"
2006,"62066","17","162584","189","DIAPHUS THETA","CALIFORNIA HEADLIGHTFISH","LAMPE-DE-TÊTE À TACHES BLANCHES","urn:lsid:marinespecies.org:taxname:272694",,"1"
2006,"62066","17","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","205.78",
2006,"62066","17","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","4.26","9"
2006,"62066","17","550588","233","LYCODES CORTEZIANUS","BIGFIN EELPOUT","LYCODE À GRANDES NAGEOIRES","urn:lsid:marinespecies.org:taxname:274097",".28",
2006,"62066","17","165261","243","LYCODES DIAPTERUS","BLACK EELPOUT","LYCODE NOIRE","urn:lsid:marinespecies.org:taxname:254597",".72","9"
2006,"62066","17","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","51.38",
2006,"62066","17","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","85.28",
2006,"62066","17","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",,
2006,"62066","17","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,
2006,"62066","17","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","8.08",
2006,"62066","17","166705","402","SEBASTES","ROCKFISHES","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175",,
2006,"62066","17","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799",".78",
2006,"62066","17","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","38.32",
2006,"62066","17","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","18.38","8"
2006,"62066","17","167196","472","COTTIDAE","SCULPINS","CHABOTS","urn:lsid:marinespecies.org:taxname:125589",".20",
2006,"62066","17","167414","534","PSYCHROLUTES PHRICTUS","GIANT BLOBSCULPIN","CHABOT MACULÉ","urn:lsid:marinespecies.org:taxname:274678",,"4"
2006,"62066","17","167347","535","RADULINUS ASPRELLUS","SLIM SCULPIN","CHABOT ÉLANCÉ","urn:lsid:marinespecies.org:taxname:282541",".06","14"
2006,"62066","17","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","68.64",
2006,"62066","17","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","1.48",
2006,"62066","17","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".50","4"
2006,"62066","17","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","2.90","6"
2006,"62066","17","158492","6UA","MOLPADIIDAE","MOLPADIIDAE",,"urn:lsid:marinespecies.org:taxname:123196",,
2006,"62066","18","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","5.38","1"
2006,"62066","18","162584","189","DIAPHUS THETA","CALIFORNIA HEADLIGHTFISH","LAMPE-DE-TÊTE À TACHES BLANCHES","urn:lsid:marinespecies.org:taxname:272694",,
2006,"62066","18","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","283.86",
2006,"62066","18","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","4.70","9"
2006,"62066","18","550588","233","LYCODES CORTEZIANUS","BIGFIN EELPOUT","LYCODE À GRANDES NAGEOIRES","urn:lsid:marinespecies.org:taxname:274097",".44","1"
2006,"62066","18","165261","243","LYCODES DIAPTERUS","BLACK EELPOUT","LYCODE NOIRE","urn:lsid:marinespecies.org:taxname:254597",".98","10"
2006,"62066","18","47528","2Q0","DEMOSPONGIAE","BATH SPONGES",,"urn:lsid:marinespecies.org:taxname:164811","2.24",
2006,"62066","18","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","9.58","5"
2006,"62066","18","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","192.72",
2006,"62066","18","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",,"1"
2006,"62066","18","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,
2006,"62066","18","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","5.68",
2006,"62066","18","166705","402","SEBASTES","ROCKFISHES","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175",,
2006,"62066","18","166715","410","SEBASTES CRAMERI","DARKBLOTCHED ROCKFISH","SÉBASTE TACHETÉ","urn:lsid:marinespecies.org:taxname:274785",".98","1"
2006,"62066","18","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","2.40",
2006,"62066","18","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","67.46",
2006,"62066","18","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","10.80","4"
2006,"62066","18","167304","519","MALACOCOTTUS KINCAIDI","BLACKFIN SCULPIN","CHABOT À NAGEOIRES NOIRES","urn:lsid:marinespecies.org:taxname:279442","5.38",
2006,"62066","18","78156","51A","NUDIBRANCHIA","SEASLUGS","NUDIBRANCHES","urn:lsid:marinespecies.org:taxname:1762",,
2006,"62066","18","157329","5AB","PHRYNOPHIURIDA","EURYHALINE BRITTLE STARS",,"urn:lsid:marinespecies.org:taxname:123118",,
2006,"62066","18","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","49.76",
2006,"62066","18","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","4.78",
2006,"62066","18","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",,
2006,"62066","18","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","2.88",
2006,"62066","18","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","3.20","6"
2006,"62066","18","82438","96C","MOROTEUTHIS ROBUSTA","ROBUST CLUBHOOK SQUID",,"urn:lsid:marinespecies.org:taxname:342257","6.36",
2006,"62066","19","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","7.82","2"
2006,"62066","19","162673","202","TARLETONBEANIA CRENULARIS","BLUE LANTERNFISH","LANTERNE BLEUE","urn:lsid:marinespecies.org:taxname:282927",,"1"
2006,"62066","19","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","175.12",
2006,"62066","19","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735",".78",
2006,"62066","19","550588","233","LYCODES CORTEZIANUS","BIGFIN EELPOUT","LYCODE À GRANDES NAGEOIRES","urn:lsid:marinespecies.org:taxname:274097",".90","2"
2006,"62066","19","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","643.50",
2006,"62066","19","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","46.42",
2006,"62066","19","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",,
2006,"62066","19","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,
2006,"62066","19","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","14.58",
2006,"62066","19","166705","402","SEBASTES","ROCKFISHES","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175",,
2006,"62066","19","166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","19.30","4"
2006,"62066","19","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787",".82","2"
2006,"62066","19","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","17.10",
2006,"62066","19","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","5.92","2"
2006,"62066","19","656038","4HF","CHEIRASTER DAWSONI","CHEIRASTER DAWSONI",,"urn:lsid:marinespecies.org:taxname:380798",,"1"
2006,"62066","19","167304","519","MALACOCOTTUS KINCAIDI","BLACKFIN SCULPIN","CHABOT À NAGEOIRES NOIRES","urn:lsid:marinespecies.org:taxname:279442",,
2006,"62066","19","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","67.48",
2006,"62066","19","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","3.34",
2006,"62066","19","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".20",
2006,"62066","19","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","21.32",
2006,"62066","19","82589","97A","OCTOPODA","OCTOPUS","POULPES","urn:lsid:marinespecies.org:taxname:11718",".16",
2006,"62066","20","162279","171","CHAULIODUS MACOUNI","PACIFIC VIPERFISH","CHAULIODE FÉROCE","urn:lsid:marinespecies.org:taxname:275055",,"3"
2006,"62066","20","162664","198","STENOBRACHIUS LEUCOPSARUS","NORTHERN LAMPFISH","LANTERNE DU NORD","urn:lsid:marinespecies.org:taxname:254363",,"1"
2006,"62066","20","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","272.80",
2006,"62066","20","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","3.20","6"
2006,"62066","20","165261","243","LYCODES DIAPTERUS","BLACK EELPOUT","LYCODE NOIRE","urn:lsid:marinespecies.org:taxname:254597",".22",
2006,"62066","20","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","217.24",
2006,"62066","20","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","459.76",
2006,"62066","20","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,
2006,"62066","20","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","5.44",
2006,"62066","20","166705","402","SEBASTES","ROCKFISHES","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175",,
2006,"62066","20","166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","4.34","1"
2006,"62066","20","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","2.00","1"
2006,"62066","20","166715","410","SEBASTES CRAMERI","DARKBLOTCHED ROCKFISH","SÉBASTE TACHETÉ","urn:lsid:marinespecies.org:taxname:274785","2.00","1"
